machine_speed,stock_flow,steam_pressure,predicted_basis_weight,target_basis_weight,deviation_pct,safe,change_penalty,safe_priority
700.0,50.0,4.0,92.1661148071289,100.0,7.833885192871095,False,9.420699999999998,1
700.0,50.0,4.1,92.1565933227539,100.0,7.843406677246094,False,9.1707,1
700.0,50.0,4.199999999999999,92.1565933227539,100.0,7.843406677246094,False,8.9207,1
700.0,50.0,4.299999999999999,92.1565933227539,100.0,7.843406677246094,False,8.670700000000002,1
700.0,50.0,4.399999999999999,92.1565933227539,100.0,7.843406677246094,False,8.420700000000002,1
700.0,50.0,4.499999999999998,92.1565933227539,100.0,7.843406677246094,False,8.170700000000004,1
700.0,50.0,4.599999999999998,92.12906646728516,100.0,7.870933532714844,False,7.920700000000004,1
700.0,50.0,4.6999999999999975,91.63829040527344,100.0,8.361709594726562,False,7.670700000000005,1
700.0,50.0,4.799999999999997,91.52933502197266,100.0,8.470664978027344,False,7.420700000000005,1
700.0,50.0,4.899999999999997,91.7464828491211,100.0,8.253517150878906,False,7.670699999999991,1
700.0,50.0,4.9999999999999964,91.69876861572266,100.0,8.301231384277344,False,7.920699999999991,1
700.0,50.0,5.099999999999996,91.84456634521484,100.0,8.155433654785156,False,8.17069999999999,1
700.0,50.0,5.199999999999996,91.76371002197266,100.0,8.236289978027344,False,8.42069999999999,1
700.0,50.0,5.299999999999995,91.75577545166016,100.0,8.244224548339844,False,8.670699999999988,1
700.0,50.0,5.399999999999995,91.75577545166016,100.0,8.244224548339844,False,8.920699999999988,1
700.0,50.0,5.499999999999995,91.74919891357422,100.0,8.250801086425781,False,9.170699999999986,1
700.0,50.0,5.599999999999994,91.74323272705078,100.0,8.256767272949219,False,9.420699999999986,1
700.0,50.0,5.699999999999994,91.73313903808594,100.0,8.266860961914062,False,9.670699999999984,1
700.0,50.0,5.799999999999994,91.68744659423828,100.0,8.312553405761719,False,9.920699999999984,1
700.0,50.0,5.899999999999993,91.71998596191406,100.0,8.280014038085938,False,10.170699999999982,1
700.0,50.0,5.999999999999993,91.71998596191406,100.0,8.280014038085938,False,10.420699999999982,1
700.0,51.0,4.0,92.1661148071289,100.0,7.833885192871095,False,9.254033333333332,1
700.0,51.0,4.1,92.1565933227539,100.0,7.843406677246094,False,9.004033333333332,1
700.0,51.0,4.199999999999999,92.1565933227539,100.0,7.843406677246094,False,8.754033333333334,1
700.0,51.0,4.299999999999999,92.1565933227539,100.0,7.843406677246094,False,8.504033333333334,1
700.0,51.0,4.399999999999999,92.1565933227539,100.0,7.843406677246094,False,8.254033333333336,1
700.0,51.0,4.499999999999998,92.1565933227539,100.0,7.843406677246094,False,8.004033333333336,1
700.0,51.0,4.599999999999998,92.12906646728516,100.0,7.870933532714844,False,7.7540333333333376,1
700.0,51.0,4.6999999999999975,91.63829040527344,100.0,8.361709594726562,False,7.5040333333333376,1
700.0,51.0,4.799999999999997,91.52933502197266,100.0,8.470664978027344,False,7.254033333333339,1
700.0,51.0,4.899999999999997,91.7464828491211,100.0,8.253517150878906,False,7.504033333333325,1
700.0,51.0,4.9999999999999964,91.69876861572266,100.0,8.301231384277344,False,7.754033333333323,1
700.0,51.0,5.099999999999996,91.84456634521484,100.0,8.155433654785156,False,8.004033333333323,1
700.0,51.0,5.199999999999996,91.76371002197266,100.0,8.236289978027344,False,8.254033333333322,1
700.0,51.0,5.299999999999995,91.75577545166016,100.0,8.244224548339844,False,8.504033333333322,1
700.0,51.0,5.399999999999995,91.75577545166016,100.0,8.244224548339844,False,8.75403333333332,1
700.0,51.0,5.499999999999995,91.74919891357422,100.0,8.250801086425781,False,9.00403333333332,1
700.0,51.0,5.599999999999994,91.74323272705078,100.0,8.256767272949219,False,9.254033333333318,1
700.0,51.0,5.699999999999994,91.73313903808594,100.0,8.266860961914062,False,9.504033333333318,1
700.0,51.0,5.799999999999994,91.68744659423828,100.0,8.312553405761719,False,9.754033333333316,1
700.0,51.0,5.899999999999993,91.71998596191406,100.0,8.280014038085938,False,10.004033333333316,1
700.0,51.0,5.999999999999993,91.71998596191406,100.0,8.280014038085938,False,10.254033333333314,1
700.0,52.0,4.0,92.1661148071289,100.0,7.833885192871095,False,9.087366666666666,1
700.0,52.0,4.1,92.1565933227539,100.0,7.843406677246094,False,8.837366666666666,1
700.0,52.0,4.199999999999999,92.1565933227539,100.0,7.843406677246094,False,8.587366666666668,1
700.0,52.0,4.299999999999999,92.1565933227539,100.0,7.843406677246094,False,8.337366666666668,1
700.0,52.0,4.399999999999999,92.1565933227539,100.0,7.843406677246094,False,8.08736666666667,1
700.0,52.0,4.499999999999998,92.1565933227539,100.0,7.843406677246094,False,7.83736666666667,1
700.0,52.0,4.599999999999998,92.12906646728516,100.0,7.870933532714844,False,7.5873666666666715,1
700.0,52.0,4.6999999999999975,91.63829040527344,100.0,8.361709594726562,False,7.3373666666666715,1
700.0,52.0,4.799999999999997,91.52933502197266,100.0,8.470664978027344,False,7.087366666666673,1
700.0,52.0,4.899999999999997,91.7464828491211,100.0,8.253517150878906,False,7.337366666666659,1
700.0,52.0,4.9999999999999964,91.69876861572266,100.0,8.301231384277344,False,7.587366666666657,1
700.0,52.0,5.099999999999996,91.84456634521484,100.0,8.155433654785156,False,7.837366666666657,1
700.0,52.0,5.199999999999996,91.76371002197266,100.0,8.236289978027344,False,8.087366666666655,1
700.0,52.0,5.299999999999995,91.75577545166016,100.0,8.244224548339844,False,8.337366666666655,1
700.0,52.0,5.399999999999995,91.75577545166016,100.0,8.244224548339844,False,8.587366666666654,1
700.0,52.0,5.499999999999995,91.74919891357422,100.0,8.250801086425781,False,8.837366666666654,1
700.0,52.0,5.599999999999994,91.74323272705078,100.0,8.256767272949219,False,9.087366666666652,1
700.0,52.0,5.699999999999994,91.73313903808594,100.0,8.266860961914062,False,9.337366666666652,1
700.0,52.0,5.799999999999994,91.68744659423828,100.0,8.312553405761719,False,9.58736666666665,1
700.0,52.0,5.899999999999993,91.71998596191406,100.0,8.280014038085938,False,9.83736666666665,1
700.0,52.0,5.999999999999993,91.71998596191406,100.0,8.280014038085938,False,10.087366666666648,1
700.0,53.0,4.0,92.09172821044922,100.0,7.908271789550782,False,8.920699999999998,1
700.0,53.0,4.1,92.08220672607422,100.0,7.917793273925781,False,8.6707,1
700.0,53.0,4.199999999999999,92.08220672607422,100.0,7.917793273925781,False,8.4207,1
700.0,53.0,4.299999999999999,92.08220672607422,100.0,7.917793273925781,False,8.170700000000002,1
700.0,53.0,4.399999999999999,92.08220672607422,100.0,7.917793273925781,False,7.920700000000002,1
700.0,53.0,4.499999999999998,92.08220672607422,100.0,7.917793273925781,False,7.670700000000004,1
700.0,53.0,4.599999999999998,92.05469512939453,100.0,7.945304870605469,False,7.420700000000004,1
700.0,53.0,4.6999999999999975,91.56391143798828,100.0,8.436088562011719,False,7.170700000000005,1
700.0,53.0,4.799999999999997,91.46087646484375,100.0,8.53912353515625,False,6.920700000000005,1
700.0,53.0,4.899999999999997,91.67802429199219,100.0,8.321975708007812,False,7.170699999999991,1
700.0,53.0,4.9999999999999964,91.63459014892578,100.0,8.365409851074219,False,7.420699999999991,1
700.0,53.0,5.099999999999996,91.78997802734375,100.0,8.21002197265625,False,7.670699999999989,1
700.0,53.0,5.199999999999996,91.70912170410156,100.0,8.290878295898438,False,7.920699999999989,1
700.0,53.0,5.299999999999995,91.70118713378906,100.0,8.298812866210938,False,8.170699999999988,1
700.0,53.0,5.399999999999995,91.70118713378906,100.0,8.298812866210938,False,8.420699999999988,1
700.0,53.0,5.499999999999995,91.69461059570312,100.0,8.305389404296875,False,8.670699999999986,1
700.0,53.0,5.599999999999994,91.68864440917969,100.0,8.311355590820312,False,8.920699999999986,1
700.0,53.0,5.699999999999994,91.66800689697266,100.0,8.331993103027344,False,9.170699999999984,1
700.0,53.0,5.799999999999994,91.65071105957031,100.0,8.349288940429688,False,9.420699999999984,1
700.0,53.0,5.899999999999993,91.6832504272461,100.0,8.316749572753906,False,9.670699999999982,1
700.0,53.0,5.999999999999993,91.6832504272461,100.0,8.316749572753906,False,9.920699999999982,1
700.0,54.0,4.0,92.04378509521484,100.0,7.956214904785157,False,8.754033333333332,1
700.0,54.0,4.1,92.03426361083984,100.0,7.965736389160156,False,8.504033333333332,1
700.0,54.0,4.199999999999999,92.03426361083984,100.0,7.965736389160156,False,8.254033333333334,1
700.0,54.0,4.299999999999999,92.03426361083984,100.0,7.965736389160156,False,8.004033333333334,1
700.0,54.0,4.399999999999999,92.03426361083984,100.0,7.965736389160156,False,7.754033333333336,1
700.0,54.0,4.499999999999998,92.03426361083984,100.0,7.965736389160156,False,7.504033333333336,1
